Course name,Campus,"Course code","Fee type", Duration,"Prev LSR","Avail INT"
Bachelor of Psychological Science/Bachelor of Social Science,Central Coast – Ourimbah,489795,CSP,4F/EqP,N/A
Bachelor of Renewable Energy Engineering (Honours),Newcastle – Callaghan,482708,CSP,4F/EqP,76.25
Bachelor of Science,Newcastle – Callaghan,484020,CSP,3F/EqP,65.40
Bachelor of Science,Central Coast – Ourimbah,484030,CSP,3F/EqP,67.70
Bachelor of Science (Advanced),Newcastle – Callaghan,484025,CSP,3F/EqP,93.65
Bachelor of Science/Bachelor of Innovation and Entrepreneurship,Newcastle – Callaghan,484040,CSP,4F/EqP,N/A
Bachelor of Social Science,Newcastle – Callaghan,484050,CSP,3F/EqP,62.65
Bachelor of Social Science,Central Coast – Ourimbah,484060,CSP,3F/EqP,62.50
Bachelor of Social Work (Honours),Newcastle – Callaghan,484100,CSP,4F/EqP,65.45
Bachelor of Social Work (Honours),Central Coast – Ourimbah,484110,CSP,4F/EqP,67.15
Bachelor of Software Engineering (Honours),Newcastle – Callaghan,482700,CSP,4F/EqP,83.90
Bachelor of Speech Pathology (Honours),Newcastle – Callaghan,484150,CSP,4F/EqP,70.00
Bachelor of Surveying (Honours),Newcastle – Callaghan,482705,CSP,4F/EqP,78.65
Bachelor of Surveying (Honours)/Bachelor of Business,Newcastle – Callaghan,482706,CSP,5F/EqP,75.20
Bachelor of Tourism Hospitality and Events,Newcastle City Precinct,484400,CSP,3F/EqP,65.80
Bachelor of Visual Communication Design,Newcastle City Precinct,484650,CSP,3F/EqP,62.05
Diploma in Arts and Social Science,Newcastle – Callaghan,489816,CSP,1F/EqP,50.65
Diploma in Arts and Social Science,Central Coast – Ourimbah,489817,CSP,1F/EqP,55.00
Diploma in Built Environment,Newcastle – Callaghan,489834,CSP,1F/EqP,51.95


Diploma in Business,Central Coast – Ourimbah,489820,CSP,1F/EqP,50.85
Diploma in Data Analytics,Newcastle – Callaghan,489936,CSP,1F/EqP,new
Diploma in Education Studies,Newcastle – Callaghan,489825,CSP,1F/EqP,50.75
Diploma in Education Studies,Central Coast – Ourimbah,489826,CSP,1F/EqP,52.20
Diploma in Engineering,Newcastle – Callaghan,489920,CSP,1F/EqP,50.45
Diploma in Environmental Science,Newcastle – Callaghan,489829,CSP,1F/EqP,50.65
Diploma in Environmental Science,Central Coast - Ourimbah,489830,CSP,1F/EqP,54.75
Diploma in Information Technology,Newcastle – Callaghan,489832,CSP,1F/EqP,50.90
Diploma in Languages,Newcastle – Callaghan,489980,CSP,1F/EqP,N/A
Diploma in Languages,Online,489981,CSP,1F/EqP,N/A
Diploma in Science,Newcastle – Callaghan,489822,CSP,1F/EqP,50.70
Diploma in Science,Central Coast – Ourimbah,489823,CSP,1F/EqP,54.10
Open Foundation,Newcastle – Callaghan,481401,ENA,0.5F/EqP,25.00
Open Foundation,Central Coast – Ourimbah,481402,ENA,0.5F/EqP,31.20
Open Foundation,Online,481403,ENA,0.5F/EqP,31.85


Bachelor of Accounting,Sydney – Broadway,650240,CSP,3F/EqP,N/A,Y
Bachelor of Advertising and Public Relations,Sydney – Broadway,650250,CSP,3F/EqP,N/A,N
Bachelor of Arts,Sydney – Broadway,650010,CSP,3F/EqP,N/A,Y
Bachelor of Arts (Politics and Journalism),Sydney – Broadway,650020,CSP,3F/EqP,N/A,Y
Bachelor of Arts in Psychology,Sydney – Broadway,650340,CSP,3F/EqP,N/A,Y
Bachelor of Business Administration,Sydney – Broadway,650030,CSP,3F/EqP,N/A,Y
Bachelor of Commerce,Sydney – Broadway,650040,CSP,3-3.5F/EqP,N/A,Y
Bachelor of Commerce/Bachelor of Arts,Sydney – Broadway,650050,CSP,4-5F/EqP,N/A,Y
Bachelor of Commerce/Bachelor of Communications and Media,Sydney – Broadway,650060,CSP,4-5F/EqP,N/A,Y
Bachelor of Communications and Media,Sydney – Broadway,650070,CSP,3F/EqP,N/A,Y
Bachelor of Communications and Media/Bachelor of Arts,Sydney – Broadway,650080,CSP,4F/EqP,N/A,Y
Bachelor of Divinity,Sydney – Broadway,650320,CSP,3F/EqP,N/A,Y
Bachelor of Education (Early Learning),Sydney – Broadway,650350,CSP,4F/EqP,N/A,Y
Bachelor of Human Resource Management,Sydney – Broadway,650260,CSP,3F/EqP,N/A,Y
Bachelor of Human Resource Management/Bachelor of Arts,Sydney – Broadway,650090,CSP,4.1F/EqP,N/A,Y
Bachelor of Laws,Sydney – Broadway,650100,CSP,4F/EqP,N/A,Y
Bachelor of Laws (Graduate Entry),Sydney – Broadway,650105,CSP,3.5F/EqP,N/A,Y
Bachelor of Laws/Bachelor of Arts,Sydney – Broadway,650110,CSP,5.25F/EqP,N/A,Y
Bachelor of Laws/Bachelor of Arts (Politics and Journalism),Sydney – Broadway,650120,CSP,5.25F/EqP,N/A,Y
Bachelor of Laws/Bachelor of Commerce,Sydney – Broadway,650130,CSP,5.25-6F/EqP,N/A,Y
Bachelor of Laws/Bachelor of Communications and Media,Sydney – Broadway,650140,CSP,5.25F/EqP,N/A,Y
Bachelor of Laws/Bachelor of Human Resource Management,Sydney – Broadway,650270,CSP,5.63F/EqP,N/A,Y
Bachelor of Laws/Bachelor of Marketing and Public Relations,Sydney – Broadway,650280,CSP,6F/EqP,N/A,Y
Bachelor of Laws/Bachelor of Philosophy,Sydney – Broadway,650150,CSP,5.25F/EqP,N/A,Y
"Bachelor of Laws/Bachelor of Philosophy, Politics, Economics",Sydney – Broadway,650360,CSP,5F/EqP,N/A,Y
Bachelor of Laws/Bachelor of Theology,Sydney – Broadway,650160,CSP,5.38F/EqP,N/A,Y
Bachelor of Marketing and Public Relations,Sydney – Broadway,650290,CSP,3F/EqP,N/A,Y


Bachelor of Marketing and Public Relations/Bachelor of Arts,Sydney – Broadway,650300,CSP,4.25F/EqP,N/A,Y,
"Bachelor of Marketing and Public Relations/Bachelor of Communications and Media",Sydney – Broadway,650310,CSP,4.1F/EqP,N/A,Y,
Bachelor of Nursing,Sydney – Darlinghurst,650170,CSP,3F/EqP,N/A,Y,
Bachelor of Philosophy,Sydney – Broadway,650180,CSP,3F/EqP,N/A,Y,
"Bachelor of Philosophy, Politics and Economics",Sydney – Broadway,650190,CSP,3F/EqP,N/A,Y,
Bachelor of Philosophy/Bachelor of Theology,Sydney – Broadway,650200,CSP,5F/EqP,N/A,Y,
Bachelor of Primary Education,Sydney – Broadway,650210,CSP,4F/EqP,N/A,Y,
Bachelor of Secondary Education,Sydney – Broadway,650220,CSP,4F/EqP,N/A,Y,
Bachelor of Sport and Recreation Management,Sydney – Broadway,650330,CSP,3F/EqP,N/A,Y,

Bachelor of Advanced Computing,"Camperdown/Darlington",513500,CSP,4F/8P,90.40,Y
Bachelor of Advanced Computing/Bachelor of Commerce,"Camperdown/Darlington",513505,CSP,5F,95.00,Y
Bachelor of Advanced Computing/Bachelor of Science,"Camperdown/Darlington",513510,CSP,5F,90.20,Y
Bachelor of Advanced Computing/Bachelor of Science (Health),"Camperdown/Darlington",513515,CSP,5F,94.25,Y
Bachelor of Advanced Computing/Bachelor of Science (Medical Science),"Camperdown/Darlington",513520,CSP,5F,90.25,Y
Bachelor of Agricultural Science,"Camperdown/Darlington",513941,CSP,3F,new,Y
Bachelor of Agricultural Science Honours,"Camperdown/Darlington",513942,CSP,4F,new,Y
Bachelor of Applied Science (Diagnostic Radiography),"Camperdown/Darlington",513620,CSP,4F,97.90,Y
Bachelor of Applied Science (Exercise and Sport Science),"Camperdown/Darlington",513625,CSP,3F,81.05,Y
Bachelor of Applied Science (Exercise Physiology),"Camperdown/Darlington",513630,CSP,4F,90.25,Y
Bachelor of Applied Science (Occupational Therapy),"Camperdown/Darlington",513635,CSP,4F,93.05,Y
Bachelor of Applied Science (Physiotherapy),"Camperdown/Darlington",513640,CSP,4F,99.55,Y
Bachelor of Applied Science (Speech Pathology),"Camperdown/Darlington",513645,CSP,4F,94.00,Y
"Bachelor of Applied Science/Bachelor of Advanced Studies (Exercise and Sport Science)","Camperdown/Darlington",513626,CSP,4F,81.15,Y
Bachelor of Architecture and Environments,"Camperdown/Darlington",513100,CSP,3F,80.05,Y
Bachelor of Arts,"Camperdown/Darlington",513200,CSP,3F/5-9P,80.00,Y
Bachelor of Arts (Extended),"Camperdown/Darlington",513201,CSP,4F,N/A,N
Bachelor of Arts/Bachelor of Advanced Studies,"Camperdown/Darlington",513205,CSP,4F/5-9P,80.05,Y
Bachelor of Arts/Bachelor of Advanced Studies (Dalyell Scholars),"Camperdown/Darlington",513222,CSP,4F/5-9P,98.00,Y
"Bachelor of Arts/Bachelor of Advanced Studies (International and Global Studies)","Camperdown/Darlington",513210,CSP,4F/5-9P,90.10,Y
Bachelor of Arts/Bachelor of Advanced Studies (Languages),"Camperdown/Darlington",513211,CSP,4F/5-9P,90.10,Y
"Bachelor of Arts/Bachelor of Advanced Studies (Media and Communications)","Camperdown/Darlington",513215,CSP,4F/5-9P,95.00,Y
"Bachelor of Arts/Bachelor of Advanced Studies (Politics and International Relations)","Camperdown/Darlington",513220,CSP,4F/5-9P,92.05,Y
Bachelor of Arts/Bachelor of Laws,"Camperdown/Darlington",513805,CSP,5F,99.50,Y
Bachelor of Arts/Bachelor of Social Work,"Camperdown/Darlington",513275,CSP,5F,81.10,Y
Bachelor of Arts/Doctor of Medicine,"Camperdown/Darlington",513715,CSP,7F,N/A,Y
Bachelor of Arts/Master of Nursing,"Camperdown/Darlington",513740,CSP,4F/8P,80.85,Y
Bachelor of Commerce,"Camperdown/Darlington",513300,CSP,3F,94.05,Y


Bachelor of Commerce/Bachelor of Advanced Studies,"Camperdown/Darlington",513305,CSP,4F,94.00,Y
Bachelor of Commerce/Bachelor of Advanced Studies (Dalyell Scholars),"Camperdown/Darlington",513310,CSP,4F,98.00,Y
Bachelor of Commerce/Bachelor of Laws,"Camperdown/Darlington",513810,CSP,5F,99.50,Y
Bachelor of Design (Interaction Design),"Camperdown/Darlington",513105,CSP,3F/6P,80.05,Y
Bachelor of Design in Architecture,"Camperdown/Darlington",513115,CSP,3F,95.05,Y
Bachelor of Design in Architecture (Honours)/Master of Architecture,"Camperdown/Darlington",513120,CSP,5F,97.10,Y
Bachelor of Design/Bachelor of Advanced Studies (Interaction Design),"Camperdown/Darlington",513110,CSP,4F/5-9P,81.85,Y
Bachelor of Economics,"Camperdown/Darlington",513225,CSP,3F,90.00,Y
Bachelor of Economics/Bachelor of Advanced Studies,"Camperdown/Darlington",513230,CSP,4F,90.20,Y
Bachelor of Economics/Bachelor of Laws,"Camperdown/Darlington",513815,CSP,5F,99.50,Y
Bachelor of Education (Early Childhood),"Camperdown/Darlington",513240,CSP,4F,77.95,Y
Bachelor of Education (Health and Physical Education),"Camperdown/Darlington",513245,CSP,4F,75.70,Y
Bachelor of Education (Primary),"Camperdown/Darlington",513250,CSP,4F,80.95,Y
Bachelor of Education (Secondary),"Camperdown/Darlington",513266,CSP,4F,80.10,Y
Bachelor of Education/Bachelor of Advanced Studies (Secondary),"Camperdown/Darlington",513267,CSP,5F,80.50,Y
Bachelor of Engineering Honours – Flexible First Year Program,"Camperdown/Darlington",513550,CSP,4F,90.20,Y
Bachelor of Engineering Honours (Aeronautical),"Camperdown/Darlington",513525,CSP,4F,90.00,Y
Bachelor of Engineering Honours (Biomedical),"Camperdown/Darlington",513530,CSP,4F,90.85,Y
Bachelor of Engineering Honours (Biomedical)/Bachelor of Science (Health),"Camperdown/Darlington",513600,CSP,5F,91.55,Y
Bachelor of Engineering Honours (Biomedical)/Bachelor of Science (Medical Science),"Camperdown/Darlington",513605,CSP,5F,90.15,Y
Bachelor of Engineering Honours (Chemical and Biomolecular),"Camperdown/Darlington",513535,CSP,4F,90.05,Y
Bachelor of Engineering Honours (Civil),"Camperdown/Darlington",513540,CSP,4F,90.15,Y
Bachelor of Engineering Honours (Civil)/Bachelor of Design in Architecture,"Camperdown/Darlington",513585,CSP,5F,95.00,Y
Bachelor of Engineering Honours (Dalyell Scholars),"Camperdown/Darlington",513571,CSP,4F,98.00,Y
Bachelor of Engineering Honours (Electrical),"Camperdown/Darlington",513545,CSP,4F,90.05,Y
Bachelor of Engineering Honours (Mechanical),"Camperdown/Darlington",513555,CSP,4F,90.15,Y
Bachelor of Engineering Honours (Mechatronic),"Camperdown/Darlington",513560,CSP,4F,90.05,Y
Bachelor of Engineering Honours (Software),"Camperdown/Darlington",513565,CSP,4F,90.25,Y
Bachelor of Engineering Honours (Space),"Camperdown/Darlington",513570,CSP,4F,99.10,Y

"Bachelor of Engineering Honours/Bachelor of Arts","Camperdown/Darlington",513575,CSP,5.5F,91.90,Y
"Bachelor of Engineering Honours/Bachelor of Commerce","Camperdown/Darlington",513580,CSP,5.5F,94.10,Y
"Bachelor of Engineering Honours/Bachelor of Laws","Camperdown/Darlington",513820,CSP,6.5F,99.50,Y
"Bachelor of Engineering Honours/Bachelor of Project Management","Camperdown/Darlington",513590,CSP,5F,90.25,Y
"Bachelor of Engineering Honours/Bachelor of Science","Camperdown/Darlington",513595,CSP,5F,90.05,Y
"Bachelor of Liberal Arts and Science","Camperdown/Darlington",513900,CSP,3F/6P,70.00,Y
"Bachelor of Liberal Arts and Science (Advanced)","Camperdown/Darlington",513902,CSP,3F/6P,N/A,Y
"Bachelor of Liberal Arts and Science (Extended)","Camperdown/Darlington",513901,CSP,3F/6P,N/A,N
"Bachelor of Music","Conservatorium",513400,CSP,4F,N/A,Y
"Bachelor of Music (Composition)","Conservatorium",513405,CSP,4F,N/A,Y
"Bachelor of Music (Music Education)","Conservatorium",513410,CSP,4F,N/A,Y
"Bachelor of Music (Performance)","Conservatorium",513415,CSP,4F,N/A,Y
"Bachelor of Music/Bachelor of Advanced Studies (Composition)","Conservatorium",513406,CSP,5F,N/A,Y
"Bachelor of Music/Bachelor of Advanced Studies (Performance)","Conservatorium",513416,CSP,5F,N/A,Y
"Bachelor of Nursing (Advanced Studies)","Camperdown/Darlington",513735,CSP,3F/6P,80.25,Y
"Bachelor of Oral Health","Westmead",513700,CSP,3F,96.00,Y
"Bachelor of Pharmacy (Honours)/Master of Pharmacy Practice","Camperdown/Darlington",513761,CSP,5F,90.00,Y
"Bachelor of Pharmacy and Management (Honours)/Master of Pharmacy Practice","Camperdown/Darlington",513766,CSP,6F,91.10,Y
"Bachelor of Project Management","Camperdown/Darlington",513610,CSP,3F,85.55,Y
"Bachelor of Psychology","Camperdown/Darlington",513905,CSP,3F/6P,85.15,Y
"Bachelor of Psychology Honours","Camperdown/Darlington",513906,CSP,4F,96.05,Y
"Bachelor of Science","Camperdown/Darlington",513910,CSP,3F/6P,80.05,Y
"Bachelor of Science (Advanced)","Camperdown/Darlington",513913,CSP,3F,N/A,Y
"Bachelor of Science (Extended)","Camperdown/Darlington",513912,CSP,4F,N/A,N
"Bachelor of Science (Health)","Camperdown/Darlington",513915,CSP,3F/6P,81.00,Y
"Bachelor of Science (Health) (Extended)","Camperdown/Darlington",513916,CSP,4F/EqP,N/A,N
"Bachelor of Science (Health)/Master of Nursing","Camperdown/Darlington",513750,CSP,4F/8P,80.20,Y
"Bachelor of Science (Medical Science)","Camperdown/Darlington",513925,CSP,3F/6P,90.05,Y
"Bachelor of Science/Bachelor of Advanced Studies","Camperdown/Darlington",513930,CSP,4F/8P,80.05,Y
"Bachelor of Science/Bachelor of Advanced Studies (Advanced)","Camperdown/Darlington",513935,CSP,4F/8P,90.00,Y


"Bachelor of Science/Bachelor of Advanced Studies (Animal and Veterinary Bioscience)","Camperdown/Darlington and Camden",513945,CSP,4F,80.55,Y
"Bachelor of Science/Bachelor of Advanced Studies (Dalyell Scholars including Mathematical Sciences)","Camperdown/Darlington",513911,CSP,4F/8P,98.00,Y
Bachelor of Science/Bachelor of Advanced Studies (Health),"Camperdown/Darlington",513920,CSP,4F/8P,82.55,Y
Bachelor of Science/Bachelor of Advanced Studies (Medical Science),"Camperdown/Darlington",513960,CSP,4F/8P,90.30,Y
"Bachelor of Science/Bachelor of Advanced Studies (Taronga Wildlife Conservation)","Camperdown/Darlington and Taronga Institute of Science and Learning",513961,CSP,4F,85.30,Y
Bachelor of Science/Bachelor of Laws,"Camperdown/Darlington",513825,CSP,5F,99.50,Y
Bachelor of Science/Doctor of Dental Medicine,"Camperdown/Westmead/Sydney Dental Hospital",513705,CSP,7F,N/A,Y
Bachelor of Science/Doctor of Medicine,"Camperdown/Darlington",513720,CSP,7F,N/A,Y
Bachelor of Science/Master of Mathematical Sciences,"Camperdown/Darlington",513962,CSP,4.5F,98.10,Y
Bachelor of Science/Master of Nursing,"Camperdown/Darlington",513745,CSP,4F/8P,81.85,Y
Bachelor of Science/Master of Nutrition and Dietetics,"Camperdown/Darlington",513965,CSP,5F,95.05,Y
Bachelor of Social Work,"Camperdown/Darlington",513270,CSP,4F,75.15,Y
Bachelor of Veterinary Biology/Doctor of Veterinary Medicine,"Camperdown/Darlington and Camden",513970,CSP,6F,N/A,Y
Bachelor of Visual Arts,"Camperdown/Darlington",513290,CSP,3F/6P,N/A,Y
Bachelor of Visual Arts/Bachelor of Advanced Studies,"Camperdown/Darlington",513295,CSP,4F/8P,N/A,Y


Bachelor of Accounting,City,601010,CSP,3F,N/A,N
Bachelor of Advanced Science (Pharmaceutical Sciences),City,607061,CSP,3F/6P,90.70,Y
Bachelor of Advanced Science (Pre-Medicine),City,607063,CSP,3F/6P,95.00,Y
Bachelor of Advanced Science (Quantum Technology),City,607064,CSP,3F/6P,99.95,Y
Bachelor of Advanced Science Bachelor of Creative Intelligence and Innovation,City,609590,CSP,4F/8P,93.20,Y
Bachelor of Animation Production,City,600035,CSP,3F,85.30,Y
Bachelor of Animation Production Bachelor of Creative Intelligence and Innovation,City,609526,CSP,5F,85.40,Y
Bachelor of Animation Production Bachelor of International Studies,City,609347,CSP,5F,85.00,Y
Bachelor of Artificial Intelligence,City,603236,CSP,3F/6P,83.40,Y
Bachelor of Artificial Intelligence Bachelor of International Studies,City,609232,CSP,5F/10P,N/A,Y
Bachelor of Business,City,601030,CSP,3F,85.00,Y
Bachelor of Business,City,601035,CSP,6P,87.40,N
Bachelor of Business Bachelor of Creative Intelligence and Innovation,City,609530,CSP,4F/8P,85.10,Y
Bachelor of Business Bachelor of International Studies,City,609130,CSP,5F,85.00,Y
Bachelor of Business Bachelor of Laws,City,609010,CSP,5F,96.05,Y
Bachelor of Business Bachelor of Sustainability and Environment,City,609800,CSP,4F,85.10,Y
"Bachelor of Business Master of Teaching in Secondary Education (Business Studies and Economics)",City,600065,CSP,4F,88.40,Y
Bachelor of Business Master of Teaching in Secondary Education (Business Studies),City,600064,CSP,4F,86.80,Y
Bachelor of Communication (Digital and Social Media),City,600007,CSP,3F,77.05,Y
"Bachelor of Communication (Digital and Social Media) Bachelor of Creative Intelligence and Innovation",City,609495,CSP,4F,82.30,Y
"Bachelor of Communication (Digital and Social Media) Bachelor of International Studies",City,609298,CSP,5F,78.40,Y
Bachelor of Communication (Digital and Social Media) Bachelor of Laws,City,609008,CSP,5F,97.90,Y
Bachelor of Communication (Journalism),City,600013,CSP,3F,80.25,Y
"Bachelor of Communication (Journalism) Bachelor of Creative Intelligence and Innovation",City,609505,CSP,4F,87.75,Y
Bachelor of Communication (Journalism) Bachelor of International Studies,City,609300,CSP,5F,81.55,Y
Bachelor of Communication (Journalism) Bachelor of Laws,City,609001,CSP,5F,96.35,Y
Bachelor of Communication (Media Arts and Production),City,600018,CSP,3F,84.50,Y
"Bachelor of Communication (Media Arts and Production) Bachelor of Creative Intelligence and Innovation",City,609510,CSP,4F,88.75,Y
"Bachelor of Communication (Media Arts and Production) Bachelor of International Studies",City,609310,CSP,5F,86.85,Y
Bachelor of Communication (Media Arts and Production) Bachelor of Laws,City,609002,CSP,5F,96.75,Y
Bachelor of Communication (Media Business),City,600024,CSP,3F,80.25,Y
"Bachelor of Communication (Media Business) Bachelor of Creative Intelligence and Innovation",City,609527,CSP,4F,84.85,Y
Bachelor of Communication (Media Business) Bachelor of International Studies,City,609331,CSP,5F,82.20,Y
Bachelor of Communication (Media Business) Bachelor of Laws,City,609009,CSP,5F,97.40,Y
Bachelor of Communication (Social and Political Sciences),City,600028,CSP,3F,72.25,Y
"Bachelor of Communication (Social and Political Sciences) Bachelor of Creative Intelligence and Innovation",City,609520,CSP,4F,80.05,Y
"Bachelor of Communication (Social and Political Sciences) Bachelor of International Studies",City,609345,CSP,5F,75.15,Y
Bachelor of Communication (Social and Political Sciences) Bachelor of Laws,City,609003,CSP,5F,96.60,Y
Bachelor of Communication (Strategic Communication),City,600023,CSP,3F,80.30,Y


"Bachelor of Communication (Strategic Communication) Bachelor of Creative Intelligence and Innovation",City,609515,CSP,4F,83.30,Y
"Bachelor of Communication (Strategic Communication) Bachelor of International Studies",City,609320,CSP,5F,81.85,Y
Bachelor of Communication (Strategic Communication) Bachelor of Laws,City,609005,CSP,5F,97.85,Y
Bachelor of Communication (Writing and Publishing),City,600033,CSP,3F,72.20,Y
"Bachelor of Communication (Writing and Publishing) Bachelor of Creative Intelligence and Innovation",City,609525,CSP,4F,80.15,Y
Bachelor of Communication (Writing and Publishing) Bachelor of International Studies,City,609330,CSP,5F,72.30,Y
Bachelor of Communication (Writing and Publishing) Bachelor of Laws,City,609006,CSP,5F,96.45,Y
"Bachelor of Communication (Writing and Publishing) Master of Teaching in Secondary Education (English)",City,600060,CSP,4F,78.60,Y
"Bachelor of Communication (Writing and Publishing) Master of Teaching in Secondary Education (English/EALD)",City,600061,CSP,4F,96.35,Y
"Bachelor of Communication (Writing and Publishing) Master of Teaching in Secondary Education (English/Society and Culture)",City,600062,CSP,4F,80.20,Y
Bachelor of Computing Science – IDeA,City,603231,CSP,3F/6P,N/A,N
Bachelor of Computing Science (Hons),City,603230,CSP,4F/8P,80.05,Y
Bachelor of Construction Project Management,City,602025,CSP,4F/6PEqP,88.10,Y
Bachelor of Construction Project Management Bachelor of International Studies,City,609195,CSP,6F/EqP,91.60,Y
Bachelor of Criminology,City,600070,CSP,3F,80.05,Y
Bachelor of Criminology (Data Analytics and Research),City,600071,CSP,3F,90.10,Y
Bachelor of Criminology (Digital Security),City,600072,CSP,3F,82.35,Y
Bachelor of Criminology Bachelor of Cybersecurity,City,609167,CSP,4F/8P,85.95,Y
Bachelor of Criminology Bachelor of Forensic Science,City,609166,CSP,4F,87.20,Y
Bachelor of Criminology Bachelor of International Studies,City,609165,CSP,5F,80.85,Y
Bachelor of Cybersecurity,City,603235,CSP,3F/6P,80.35,Y
Bachelor of Cybersecurity Bachelor of International Studies,City,609231,CSP,5F/10P,92.65,Y
Bachelor of Design in Architecture,City,602010,CSP,3F/EqP,85.10,Y
Bachelor of Design in Architecture Bachelor of Creative Intelligence and Innovation,City,609535,CSP,4F/EqP,87.05,Y
Bachelor of Design in Architecture Master in Architecture,City,609556,CSP,5F/EqP,92.80,Y
Bachelor of Design in Fashion and Textiles,City,602040,CSP,3F/EqP,92.95,Y
Bachelor of Design in Fashion and Textiles Bachelor of Creative Intelligence and Innovation,City,609540,CSP,4F/EqP,93.55,Y
Bachelor of Design in Fashion and Textiles Bachelor of International Studies,City,609260,CSP,5F/EqP,93.25,Y
Bachelor of Design in Interior Architecture,City,602060,CSP,3F/EqP,82.20,Y
Bachelor of Design in Interior Architecture Bachelor of Creative Intelligence and Innovation,City,609550,CSP,4F/EqP,82.85,Y
Bachelor of Design in Interior Architecture Bachelor of International Studies,City,609280,CSP,5F/EqP,83.95,Y
Bachelor of Design in Product Design,City,602050,CSP,3F/EqP,85.00,Y
Bachelor of Design in Product Design Bachelor of Creative Intelligence and Innovation,City,609545,CSP,4F/EqP,88.35,Y
Bachelor of Design in Product Design Bachelor of International Studies,City,609270,CSP,5F/EqP,89.15,Y
Bachelor of Design in Visual Communication,City,602070,CSP,3F/EqP,85.10,Y
Bachelor of Design in Visual Communication Bachelor of Creative Intelligence and Innovation,City,609555,CSP,4F/EqP,86.65,Y
Bachelor of Design in Visual Communication Bachelor of International Studies,City,609290,CSP,5F/EqP,89.35,Y
Bachelor of Economics,City,601090,CSP,3F/6P,82.00,Y
Bachelor of Economics Bachelor of Laws,City,609015,CSP,5F,96.00,Y
Bachelor of Economics Bachelor of Sustainability and Environment,City,609804,CSP,4F,82.20,Y
Bachelor of Economics Master of Teaching in Secondary Education (Business Studies and Economics),City,600066,CSP,4F,91.50,Y


Bachelor of Engineering (Hons) Bachelor of Business,City,609350,CSP,5F/EqP,83.05,Y
Bachelor of Engineering (Hons) Bachelor of Creative Intelligence and Innovation,City,609560,CSP,5F,86.75,Y
Bachelor of Engineering (Hons) Bachelor of International Studies,City,609032,CSP,5F,85.90,Y
Bachelor of Engineering (Hons) Bachelor of Medical Science,City,609370,CSP,5F/EqP,84.15,Y
Bachelor of Engineering (Hons) Bachelor of Science,City,609360,CSP,5F/EqP,80.90,Y
Bachelor of Engineering (Hons) Biomedical,City,603131,CSP,4F/EqP,81.20,Y
Bachelor of Engineering (Hons) Biomedical Dip Prof Eng Prac,City,603130,CSP,5F/EqP,82.30,Y
Bachelor of Engineering (Hons) Chemical Process,City,603066,CSP,4F/8P,84.70,Y
Bachelor of Engineering (Hons) Chemical Process Dip Prof Eng Prac,City,603065,CSP,5F/10P,85.95,Y
Bachelor of Engineering (Hons) Civil,City,603016,CSP,4F/EqP,80.05,Y
Bachelor of Engineering (Hons) Civil Dip Prof Eng Prac,City,603015,CSP,5F/EqP,88.35,Y
Bachelor of Engineering (Hons) Civil (Construction),City,603096,CSP,4F/EqP,82.75,Y
Bachelor of Engineering (Hons) Civil (Construction) Dip Prof Eng Prac,City,603095,CSP,5F/EqP,80.90,Y
Bachelor of Engineering (Hons) Civil (Structures),City,603019,CSP,4F/EqP,81.85,Y
Bachelor of Engineering (Hons) Civil (Structures) Dip Prof Eng Prac,City,603018,CSP,5F/EqP,81.60,Y
Bachelor of Engineering (Hons) Civil and Environmental,City,603006,CSP,4F/EqP,81.95,Y
Bachelor of Engineering (Hons) Civil and Environmental Dip Prof Eng Prac,City,603005,CSP,5F/EqP,82.00,Y
Bachelor of Engineering (Hons) Data Science,City,603061,CSP,4F/EqP,81.50,Y
Bachelor of Engineering (Hons) Data Science Dip Prof Eng Prac,City,603060,CSP,5F/EqP,88.30,Y
Bachelor of Engineering (Hons) Electrical,City,603036,CSP,4F/EqP,80.40,Y
Bachelor of Engineering (Hons) Electrical Dip Prof Eng Prac,City,603035,CSP,5F/EqP,80.00,Y
Bachelor of Engineering (Hons) Electrical and Electronic,City,603041,CSP,4F/EqP,80.10,Y
Bachelor of Engineering (Hons) Electrical and Electronic Dip Prof Eng Prac,City,603040,CSP,5F/EqP,84.60,Y
Bachelor of Engineering (Hons) Electronic,City,603046,CSP,4F/EqP,81.60,Y
Bachelor of Engineering (Hons) Electronic Dip Prof Eng Prac,City,603045,CSP,5F/EqP,91.25,Y
Bachelor of Engineering (Hons) Flexible,City,603106,CSP,4F/EqP,80.65,Y
Bachelor of Engineering (Hons) Flexible Dip Prof Eng Prac,City,603105,CSP,5F/EqP,81.85,Y
Bachelor of Engineering (Hons) Mechanical,City,603056,CSP,4F/EqP,80.35,Y
Bachelor of Engineering (Hons) Mechanical Dip Prof Eng Prac,City,603055,CSP,5F/EqP,80.85,Y
Bachelor of Engineering (Hons) Mechanical and Mechatronic,City,603116,CSP,4F/EqP,81.45,Y
Bachelor of Engineering (Hons) Mechanical and Mechatronic Dip Prof Eng Prac,City,603115,CSP,5F/EqP,81.00,Y
Bachelor of Engineering (Hons) Mechatronic,City,603121,CSP,4F/EqP,82.15,Y
Bachelor of Engineering (Hons) Mechatronic Dip Prof Eng Prac,City,603120,CSP,5F/EqP,81.05,Y
Bachelor of Engineering (Hons) Renewable Energy,City,603071,CSP,4F/8P,94.20,Y
