Course name,Campus,"Course code","Fee type", Duration,"Prev LSR","Avail INT"
Bachelor of Agricultural Science,Wagga Wagga,214024,CSP,4F,65.65
Bachelor of Agriculture,Wagga Wagga,215044,CSP,3F,66.10
Bachelor of Animal Science,Wagga Wagga,215034,CSP,4F,65.70
Bachelor of Arts,Wagga Wagga,211004,CSP,3F,55.35
Bachelor of Arts,Bathurst,211007,CSP,3F,83.80
Bachelor of Business,Albury-Wodonga,212211,CSP,3F,79.80
Bachelor of Business,Wagga Wagga,212214,CSP,3F,66.70
Bachelor of Business,Bathurst,212217,CSP,3F,82.50
Bachelor of Business Studies,Port Macquarie,212700,CSP,3F,56.05
Bachelor of Business Studies,Albury-Wodonga,212701,CSP,3F,N/A
Bachelor of Business Studies,Wagga Wagga,212704,CSP,3F,56.15
Bachelor of Business Studies,Bathurst,212707,CSP,3F,59.45
Bachelor of Communication,Bathurst,211337,CSP,3F,62.60
Bachelor of Computer Science,Bathurst,212717,CSP,3F,65.90
Bachelor of Criminal Justice,Port Macquarie,211890,CSP,3F,57.90
Bachelor of Criminal Justice,Bathurst,211897,CSP,3F,55.60
Bachelor of Dental Science,Orange,214738,CSP,5F,N/A
Bachelor of Education (Early Childhood and Primary),Albury-Wodonga,213091,CSP,4F,78.00
Bachelor of Education (Early Childhood and Primary),Wagga Wagga,213094,CSP,4F,N/A
Bachelor of Education (Early Childhood and Primary),Bathurst,213097,CSP,4F,67.50
Bachelor of Education (K-12),Port Macquarie,213160,CSP,4F,65.10
Bachelor of Education (K-12),Albury-Wodonga,213161,CSP,4F,69.90
Bachelor of Education (K-12),Wagga Wagga,213164,CSP,4F,67.70
Bachelor of Education (K-12),Bathurst,213167,CSP,4F,69.80
Bachelor of Education (Technology and Applied Studies),Wagga Wagga,213204,CSP,4F,N/A
Bachelor of Educational Studies,Port Macquarie,213030,CSP,1.5F/3P,N/A
Bachelor of Educational Studies,Albury-Wodonga,213031,CSP,1.5F/3P,61.85
Bachelor of Educational Studies,Wagga Wagga,213034,CSP,1.5F/3P,N/A
Bachelor of Educational Studies,Bathurst,213037,CSP,1.5F/3P,74.00
Bachelor of Engineering (Civil) (Honours),Bathurst,212257,CSP,4F,78.80
Bachelor of Environmental Science and Management,Port Macquarie,214340,CSP,3F,67.70
Bachelor of Environmental Science and Management,Albury-Wodonga,214341,CSP,3F,99.95
Bachelor of Equine Science (with specialisation),Wagga Wagga,215204,CSP,3F,63.90
Bachelor of Exercise and Sport Science,Bathurst,213267,CSP,3F,67.15
Bachelor of Exercise and Sport Science,Port Macquarie,214860,CSP,3F,65.25
Bachelor of Health and Medical Science,Orange,214368,CSP,3F,65.75
Bachelor of Information Technology,Port Macquarie,212730,CSP,3F,60.35
Bachelor of Information Technology,Bathurst,212737,CSP,3F,93.05
Bachelor of Laws/Bachelor of Criminal Justice,Port Macquarie,211910,CSP,5F,80.05
Bachelor of Laws/Bachelor of Criminal Justice,Bathurst,211917,CSP,5F,84.70


Bachelor of Medical Laboratory Science (Pathology),Wagga Wagga,214064,CSP,3.5F/EqP,67.90
Bachelor of Medical Radiation Science in Diagnostic Radiography,Port Macquarie,214110,CSP,4F,65.05
Bachelor of Medical Radiation Science in Diagnostic Radiography,Wagga Wagga,214114,CSP,4F,69.85
Bachelor of Medical Radiation Science in Nuclear Medicine and Molecular Imaging,Port Macquarie,214120,CSP,4F,65.60
Bachelor of Medical Radiation Science in Nuclear Medicine and Molecular Imaging,Wagga Wagga,214124,CSP,4F,78.35
Bachelor of Medical Radiation Science in Radiation Therapy,Wagga Wagga,214134,CSP,4F,66.60
Bachelor of Nursing,Port Macquarie,214650,CSP,3F,65.15
Bachelor of Nursing,Albury-Wodonga,214651,CSP,3F,67.65
Bachelor of Nursing,Wagga Wagga,214654,CSP,3F,65.70
Bachelor of Nursing,Dubbo,214655,CSP,3F,73.20
Bachelor of Nursing,Bathurst,214657,CSP,3F,65.00
Bachelor of Occupational Therapy,Port Macquarie,214300,CSP,4F,73.60
Bachelor of Occupational Therapy,Albury-Wodonga,214301,CSP,4F,70.85
Bachelor of Oral Health (Therapy and Hygiene),Wagga Wagga,214384,CSP,3F,79.40
Bachelor of Paramedicine,Port Macquarie,214200,CSP,3F,77.55
Bachelor of Paramedicine,Bathurst,214207,CSP,3F,70.40
Bachelor of Pharmacy,Orange,214808,CSP,4F,77.85
Bachelor of Physiotherapy,Port Macquarie,214400,CSP,4F,89.90
Bachelor of Physiotherapy,Albury-Wodonga,214401,CSP,4F,89.30
Bachelor of Physiotherapy,Orange,214408,CSP,4F,80.45
Bachelor of Podiatric Medicine,Albury-Wodonga,214451,CSP,4F,67.65
Bachelor of Policing and Public Safety,Port Macquarie,211930,CSP,3F,55.15
Bachelor of Psychology,Bathurst,211807,CSP,4F,77.50
Bachelor of Psychology,Port Macquarie,211810,CSP,4F,77.20
Bachelor of Social Science (Psychology),Port Macquarie,211850,CSP,3F,66.55
Bachelor of Social Science (Psychology),Bathurst,211857,CSP,3F,66.40
Bachelor of Social Work,Port Macquarie,211900,CSP,4F,66.30
Bachelor of Social Work,Wagga Wagga,211904,CSP,4F,66.90
Bachelor of Social Work,Dubbo,211905,CSP,4F,86.00
Bachelor of Technology (Civil)/Master of Engineering (Civil),Bathurst,212267,CSP,1.5F + 4P,N/A
Bachelor of Theology,Parramatta,211955,CSP,3F,N/A
Bachelor of Theology,Canberra,211957,CSP,3F,N/A
Bachelor of Veterinary Biology/Bachelor of Veterinary Science,Wagga Wagga,214964,CSP,6F,N/A
Bachelor of Veterinary Technology,Wagga Wagga,214954,CSP,3F,83.10
Diploma of Agricultural Studies,Wagga Wagga,214484,CSP,1F,new
Diploma of Environmental Studies,Port Macquarie,214490,CSP,1F,new
Diploma of Environmental Studies,Albury-Wodonga,214491,CSP,1F,new
Doctor of Medicine (Joint Program),"Orange or Campbelltown",725505,CSP,5F,N/A
Undergraduate Certificate in Agricultural Studies,Wagga Wagga,214044,CSP,0.5F/1P,47.90
Undergraduate Certificate in Business,Port Macquarie,212190,CSP,0.5F/1P,55.90
Undergraduate Certificate in Business,Albury-Wodonga,212191,CSP,0.5F/1P,N/A
Undergraduate Certificate in Business,Wagga Wagga,212194,CSP,0.5F/1P,N/A
Undergraduate Certificate in Business,Bathurst,212197,CSP,0.5F/1P,54.05
Undergraduate Certificate in Early Childhood Education,Albury-Wodonga,213021,CSP,0.5F/1P,N/A
Undergraduate Certificate in Early Childhood Education,Wagga Wagga,213024,CSP,0.5F/1P,N/A


Undergraduate Certificate in Early Childhood Education,Bathurst,213027,CSP,0.5F/1P,N/A,
Undergraduate Certificate in Environmental Studies,Port Macquarie,214070,CSP,0.5F/1P,57.25,
Undergraduate Certificate in Environmental Studies,Albury-Wodonga,214071,CSP,0.5F/1P,N/A,
Undergraduate Certificate in Exercise Studies,Bathurst,214087,CSP,0.5F/1P,N/A,
Undergraduate Certificate in Health Studies,Port Macquarie,214090,CSP,0.5F/1P,N/A,
Undergraduate Certificate in Health Studies,Albury-Wodonga,214091,CSP,0.5F/1P,N/A,
Undergraduate Certificate in Health Studies,Orange,214098,CSP,0.5F/1P,N/A,
Undergraduate Certificate in Information Technology,Port Macquarie,212030,CSP,0.5F/1P,65.85,
Undergraduate Certificate in Information Technology,Bathurst,212037,CSP,0.5F/1P,N/A,
Undergraduate Certificate in Psychological Studies,Port Macquarie,212160,CSP,0.5F/1P,N/A,
Undergraduate Certificate in Psychological Studies,Bathurst,212167,CSP,0.5F/1P,54.75,
Undergraduate Certificate in Sports Media,Bathurst,214167,CSP,0.5F/1P,N/A,
Undergraduate Certificate in Theology,"United Theological College",211945,CSP,0.5F/1P,N/A,


AssocDeg Building Design,Online,160221,CSP,4P/D,N/A
AssocDeg Building Surveying,Online,160241,CSP,4P/D,N/A
AssocDeg Digital Media,Online,160911,CSP,2F/4P/D,N/A
AssocDeg Engineering,Online,160301,CSP,4P/D,N/A
AssocDeg Information Technology,Sydney,160160,CSP,2F/4P,N/A
AssocDeg Information Technology,Online,160161,CSP,2F/4P/D,N/A
AssocDeg Occupational Health and Safety,Online,160591,CSP,2F/4P/D,N/A
AssocDeg Public Health (Specialisation),Online,160601,CSP,2F/4P/D,N/A
Bachelor of Accounting,Sydney,160020,CSP,3F/6P,62.90
Bachelor of Accounting,Online,160021,CSP,3F/6P/D,60.60
Bachelor of Accounting/Bachelor of Business,Sydney,160360,CSP,4F/8P,74.35
Bachelor of Accounting/Bachelor of Business,Online,160361,CSP,4F/8P/D,N/A
Bachelor of Agriculture,Online,160721,CSP,3F/6P/D,68.20
Bachelor of Allied Health,Online,160481,CSP,3F/6P/D,N/A
Bachelor of Arts,Online,160131,CSP,3F/6P/D,N/A
Bachelor of Aviation,Online,160914,CSP,3F/6P/D,69.20
Bachelor of Building Design,Online,160231,CSP,5P/D,N/A
Bachelor of Building Surveying and Certification (Honours),Online,160251,CSP,6P/D,N/A
Bachelor of Business,Sydney,160730,CSP,3F/6P,62.50
Bachelor of Business,Online,160731,CSP,3F/6P/D,N/A
Bachelor of Construction Management (Honours),Online,160581,CSP,6P/D,88.60
Bachelor of Criminology,Online,160082,CSP,3F/6P,N/A
Bachelor of Digital Media,Online,160521,CSP,3F/6P/D,N/A
Bachelor of Echocardiography (Cardiac Physiology)/GradDip Echocardiography,Sydney,160610,CSP,4F,77.05
Bachelor of Engineering (Honours),Online,160341,CSP,4F/8P/D,71.05
"Bachelor of Engineering (Honours) (Civil Construction) and Diploma of Construction Management", Online,160344,CSP,4.5F/9P,70.70
Bachelor of Engineering (Honours) (Civil Design) and Diploma of Building Design,Online,160342,CSP,4.5F/9P,N/A
"Bachelor of Engineering (Honours) (Civil Design) and Diploma of Professional Practice (Co-op Engineering)",Online,160352,CSP,4.5F/9P,N/A
"Bachelor of Engineering (Honours) (Control and Instrumentation) and Bachelor of Information Technology (Application Development)",Online,160343,CSP,5F/10P,N/A
Bachelor of Engineering (Honours)(Major) and Diploma of Project Management,Online,160350,CSP,4.5F/9P,N/A
Bachelor of Engineering (Honours)(Major)/Master of Engineering Project Management,Online,160345,CSP,5F/10P,82.10
Bachelor of Engineering Technology,Online,160351,CSP,3F/6P/D,N/A
Bachelor of Environmental Science,Online,160431,CSP,3F/6P/D,N/A
Bachelor of Exercise and Sport Sciences,Online,160461,CSP,3F/6P/D,71.95
Bachelor of Hospitality Management,Online,160051,CSP,2F/4P/D,N/A
Bachelor of Information Technology,Sydney,160060,CSP,3F/6P,N/A
Bachelor of Information Technology,Online,160061,CSP,3F/6P/D,N/A
Bachelor of Information Technology (Co-op),Sydney,160170,CSP,3F/6P,N/A
Bachelor of Information Technology (Co-op),Online,160171,CSP,3F/6P/D,N/A
Bachelor of Laws,Online,160081,CSP,3F/4P/D,78.50
Bachelor of Laws and Bachelor of Business,Online,160124,CSP,5F/10P/D,N/A
Bachelor of Laws and Bachelor of Information Technology,Online,160125,CSP,5F/10P/D,N/A


Bachelor of Laws and Bachelor of Science (Psychology),Online,160122,CSP,4.5F/9P/D,78.40
Bachelor of Laws/Bachelor of Accounting,Online,160111,CSP,4.5F/9P/D,N/A
Bachelor of Laws/Bachelor of Arts,Online,160121,CSP,5F/10P/D,87.15
Bachelor of Laws/Bachelor of Criminology,Online,160083,CSP,5F/10P,78.75
Bachelor of Medical Laboratory Science (Honours),Online,160915,CSP,4F/8P/D,89.65
Bachelor of Medical Science (Specialisation),Online,160491,CSP,3F/6P/D,91.05
Bachelor of Medical Sonography/GradDip Medical Sonography,Sydney,160010,CSP,4F,90.25
Bachelor of Music,Online,160821,CSP,3F/6P/D,N/A
Bachelor of Nursing,Online,162511,CSP,3F/6P/D,68.15
Bachelor of Occupational Health and Safety,Online,160471,CSP,3F/6P/D,79.55
Bachelor of Property,Online,160101,CSP,3F/6P/D,60.95
Bachelor of Psychological Science,Online,160531,CSP,3F/6P/D,66.55
Bachelor of Public Health (Specialisation),Online,160571,CSP,3F/6P/D,N/A
Bachelor of Science,Online,160411,CSP,3F/6P/D,N/A
Bachelor of Science (Criminology and Psychology),Online,160192,CSP,3F/6P/D,62.80
Bachelor of Science (Psychology),Online,160191,CSP,3F/6P/D,N/A
Bachelor of Social Work,Online,160552,CSP,4F/8P,N/A
Diploma of Arts,Online,160261,CSP,1F/2P/D,N/A
Diploma of Business Studies,Sydney,160152,CSP,1F/2P,N/A
Diploma of Business Studies,Online,160153,CSP,1F/2P,N/A
Diploma of Digital Media,Online,160811,CSP,1F/2P/D,N/A
Diploma of Information and Communications Technology,Sydney,160062,CSP,1F/2P,N/A
Diploma of Information and Communications Technology,Online,160063,CSP,1F/2P/D,N/A
Diploma of Music,Online,160831,CSP,1F/2P,N/A


Bachelor of Advanced Business (Honours),Gold Coast,283143,CSP,4F/8P,91.55,Y
Bachelor of Advanced Business (Honours),Online,283808,CSP,4F/8P,98.45,N
Bachelor of Advanced Computer Science (Honours),Gold Coast,283465,CSP,4F/8P,N/A,Y
Bachelor of Advanced Computer Science (Honours),Online,283820,CSP,4F/8P,N/A,N
Bachelor of Advanced International Tourism and Hotel Management (Honours),Gold Coast,283144,CSP,4F/8P,N/A,Y
Bachelor of Advanced International Tourism and Hotel Management (Honours),Online,283818,CSP,4F/8P,N/A,N
Bachelor of Advanced Political Science and International Relations (Honours),Gold Coast,283148,CSP,4F/8P,new,Y
Bachelor of Advanced Political Science and International Relations (Honours),Online,283826,CSP,4F/8P,new,N
Bachelor of Advanced Science (Honours),Gold Coast,283402,CSP,4F/8P,83.45,Y
Bachelor of Applied Financial Advice,Online,283805,CSP,2F/4P,N/A,N
Bachelor of Architectural Design,Gold Coast,283422,CSP,3F/6P,70.65,Y
Bachelor of Arts,Gold Coast,283229,CSP,3F/6P,67.25,Y
Bachelor of Arts/Bachelor of Business,Gold Coast,283231,CSP,4F/8P,67.75,Y
Bachelor of Biomedical Science,Gold Coast,283302,CSP,3F/6P,83.55,Y
Bachelor of Business,Gold Coast,283142,CSP,3F/6P,69.25,Y
Bachelor of Business,Online,283807,CSP,3F/6P,69.05,N
Bachelor of Business/Bachelor of Data Science,Gold Coast,283140,CSP,4F/8P,80.45,Y
Bachelor of Business/Bachelor of Political Science and International Relations,Gold Coast,283149,CSP,4F/8P,new,Y
Bachelor of Business/Bachelor of Political Science and International Relations,Online,283827,CSP,4F/8P,new,N
"Bachelor of Child, Youth and Family Practice",Distance,283351,CSP,3F/6P/D,N/A,N
Bachelor of Communication and Journalism,Gold Coast,283205,CSP,3F/6P,65.50,Y
Bachelor of Communication and Journalism/Bachelor of Business,Gold Coast,283202,CSP,4F/8P,74.30,Y
"Bachelor of Communication and Journalism/Bachelor of Political Science and
International Relations",Gold Coast,283235,CSP,4F/8P,new,Y
Bachelor of Communication and Journalism/Bachelor of Science,Gold Coast,283228,CSP,4F/8P,N/A,Y
Bachelor of Computer Science,Gold Coast,283461,CSP,3F/6P,72.30,Y
Bachelor of Computer Science,Online,283815,CSP,3F/6P,N/A,N
Bachelor of Construction Management (Honours),Gold Coast,283445,CSP,4F/8P,82.95,Y
Bachelor of Counselling,Gold Coast,283341,CSP,3F/6P,N/A,Y
Bachelor of Criminology and Criminal Justice,Gold Coast,283223,CSP,3F/6P,69.25,Y
Bachelor of Criminology and Criminal Justice,Online,283817,CSP,3F/6P,67.50,N
Bachelor of Criminology and Criminal Justice/Bachelor of Information Technology,Gold Coast,283520,CSP,4F/8P,N/A,Y
"Bachelor of Criminology and Criminal Justice/Bachelor of Information Technology",Online,283821,CSP,4F/8P/D,N/A,N
Bachelor of Design,Gold Coast,283255,CSP,3F/6P,65.00,Y
Bachelor of Design/Bachelor of Business,Gold Coast,283256,CSP,4F/8P,68.60,Y
Bachelor of Education,Gold Coast,283226,CSP,3.5-4F/8P,70.05,Y
Bachelor of Engineering (Honours),Gold Coast,283442,CSP,4F/8P,72.25,Y
Bachelor of Engineering (Honours)/Bachelor of Business,Gold Coast,283439,CSP,5F/10P,89.40,Y
Bachelor of Engineering (Honours)/Bachelor of Computer Science,Gold Coast,283443,CSP,5F/10P,N/A,Y
Bachelor of Engineering (Honours)/Bachelor of Data Science,Gold Coast,283446,CSP,5F/10P,N/A,Y
Bachelor of Engineering (Honours)/Bachelor of Environmental Science,Gold Coast,283438,CSP,5F/10P,99.95,Y
Bachelor of Engineering (Honours)/Bachelor of Industrial Design,Gold Coast,283444,CSP,5F/10P,88.70,Y
Bachelor of Engineering (Honours)/Bachelor of Information Technology,Gold Coast,283440,CSP,5F/10P,96.10,Y
Bachelor of Engineering (Honours)/Bachelor of Science,Gold Coast,283441,CSP,5F/10P,89.60,Y
Bachelor of Environmental Science,Gold Coast,283384,CSP,3F/6P,70.05,Y
Bachelor of Environmental Science/Bachelor of Business,Gold Coast,283613,CSP,4F/8P,67.30,Y


Bachelor of Environmental Science/Bachelor of Data Science,Gold Coast,283614,CSP,4F/8P,N/A,Y
Bachelor of Exercise Science,Gold Coast,283305,CSP,3-4F/6P,69.80,Y
Bachelor of Exercise Science/Bachelor of Business,Gold Coast,283334,CSP,4.5F/9P,74.95,Y
Bachelor of Exercise Science/Bachelor of Psychological Science,Gold Coast,283335,CSP,4.5F/9P,72.70,Y
Bachelor of Health Science,Gold Coast,283301,CSP,3F/6P,77.30,Y
Bachelor of Human Services,Gold Coast,283326,CSP,2-3F/6P,N/A,Y
Bachelor of Human Services,Distance,283801,CSP,2-3F/6P/D,N/A,N
Bachelor of Human Services/Bachelor of Criminology and Criminal Justice,Gold Coast,283340,CSP,4F/8P,76.15,Y
Bachelor of Human Services/Bachelor of Criminology and Criminal Justice,Distance,283804,CSP,4F/8P/D,N/A,N
Bachelor of Industrial Design,Gold Coast,283427,CSP,3F/6P,N/A,Y
Bachelor of Information Technology,Gold Coast,283428,CSP,3F/6P,91.70,Y
Bachelor of Information Technology,Online,283816,CSP,3F/6P,N/A,N
Bachelor of Information Technology/Bachelor of Business,Gold Coast,283626,CSP,4F/8P,N/A,Y
Bachelor of Intelligent Digital Technologies,Gold Coast,283463,CSP,3F/6P,N/A,Y
Bachelor of International Tourism and Hotel Management,Gold Coast,283126,CSP,3F/6P,78.60,Y
Bachelor of International Tourism and Hotel Management,Online,283809,CSP,3F/6P,68.55,N
Bachelor of International Tourism and Hotel Management/Bachelor of Business,Gold Coast,283134,CSP,4F/8P,77.80,Y
Bachelor of International Tourism and Hotel Management/Bachelor of Business,Online,283810,CSP,4F/8P,N/A,N
Bachelor of Languages and Linguistics,Gold Coast,283224,CSP,3F/6P,N/A,Y
Bachelor of Laws (Honours),Gold Coast,283509,CSP,4F/8P,85.70,Y
Bachelor of Laws (Honours)/Bachelor of Arts,Gold Coast,283510,CSP,5.5F/8P,85.70,Y
Bachelor of Laws (Honours)/Bachelor of Business,Gold Coast,283512,CSP,5.5F/8P,85.40,Y
Bachelor of Laws (Honours)/Bachelor of Criminology and Criminal Justice,Gold Coast,283511,CSP,5.5F/8P,87.10,Y
Bachelor of Laws (Honours)/Bachelor of Environmental Science,Gold Coast,283517,CSP,5.5F/8P,N/A,Y
"Bachelor of Laws (Honours)/Bachelor of Political Science and International
Relations",Gold Coast,283151,CSP,5.5F/8P,new,Y
Bachelor of Laws (Honours)/Bachelor of Psychological Science,Gold Coast,283516,CSP,5.5F/8P,84.45,Y
Bachelor of Marine Science,Gold Coast,283404,CSP,3F/6P,67.50,Y
Bachelor of Medical Laboratory Science,Gold Coast,283322,CSP,4F,84.40,Y
Bachelor of Nursing,Gold Coast,283308,CSP,3F/6P,87.95,Y
Bachelor of Nursing (Advanced Standing),Gold Coast,283345,CSP,3F/6P,N/A,Y
Bachelor of Nutrition and Dietetics,Gold Coast,283321,CSP,4F/4P+2F,88.05,Y
Bachelor of Pharmacology and Toxicology,Gold Coast,283331,CSP,3F/6P,76.85,Y
Bachelor of Pharmacy,Gold Coast,283327,CSP,4F/8P,76.35,Y
Bachelor of Political Science and International Relations,Gold Coast,283147,CSP,3F/6P,new,Y
Bachelor of Political Science and International Relations,Online,283825,CSP,3F/6P,new,N
"Bachelor of Political Science and International Relations/Bachelor of Criminology and Criminal Justice",Gold Coast,283150,CSP,4F/8P,new,Y
"Bachelor of Political Science and International Relations/Bachelor of Criminology and Criminal Justice",Online,283828,CSP,4F/8P,new,N
Bachelor of Psychological Science,Gold Coast,283313,CSP,3F/6P,71.75,Y
Bachelor of Psychological Science/Bachelor of Business,Gold Coast,283346,CSP,4F/8P,94.35,Y
"Bachelor of Psychological Science/Bachelor of Criminology and Criminal Justice",Gold Coast,283337,CSP,4F/8P,71.30,Y
Bachelor of Psychological Science/Master of Mental Health Practice,Gold Coast,283347,CSP,4F,85.40,N
Bachelor of Psychological Science/Master of Rehabilitation Counselling,Gold Coast,283348,CSP,4F,N/A,N
Bachelor of Psychology (Honours),Gold Coast,283314,CSP,4F/8P,79.70,Y


Bachelor of Science,Gold Coast,283400,CSP,3F/6P,75.10,Y
Bachelor of Science/Bachelor of Arts,Gold Coast,283623,CSP,4F/8P,67.00,Y
Bachelor of Science/Bachelor of Business,Gold Coast,283625,CSP,4F/8P,99.50,Y
Bachelor of Science/Bachelor of Data Science,Gold Coast,283622,CSP,4F/8P,99.95,Y
Bachelor of Science/Bachelor of Information Technology,Gold Coast,283620,CSP,4F/8P,N/A,Y
Bachelor of Social Science,Gold Coast,283270,CSP,3F/6P,78.00,Y
Bachelor of Social Work,Gold Coast,283323,CSP,4F/8P,75.25,Y
Bachelor of Social Work,Distance,283803,CSP,4F/8P/D,69.05,N
Bachelor of Software Engineering (Honours),Gold Coast,283447,CSP,4F/8P,80.45,Y
Bachelor of Sport Development,Gold Coast,283329,CSP,3F/6P,66.25,Y
Bachelor of Sport Development/Bachelor of Business,Gold Coast,283360,CSP,4F/8P,N/A,Y
Bachelor of Urban Planning (Honours),Gold Coast,283421,CSP,4F/8P,73.80,Y
Bachelor of Urban Planning (Honours)/B Science,Gold Coast,283429,CSP,5F/10P,N/A,Y
Diploma of Applied Financial Advice/Bachelor of Applied Financial Advice,Online,283831,CSP,2F/4P,new,N
